#;Tipo;Situação;Título;Qual o tipo do produto? ;Texto da busca;Qual foi a data da coleta?;Marketplace;Fabricante;Modelo do Produto;Valor;Existe campo código SCH?;Código SCH foi fornecido?;Qual código SCH fornecido?;Código SCH é o do produto?;Código EAN foi fornecido?;Qual código EAN fornecido?;Código EAN é o do produto?;Produto do anúncio homologado?
149512;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000126;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;G50 5G;599,00;Sim;Sim;71302100330;Sim;Não;0;Não é possível afirmar;Sim
149511;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000125;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Edge 40 Neo;2525,26;Sim;Sim;075852301739;Não;Não;0;Não é possível afirmar;""
149510;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000124;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;1844,99;Sim;Sim;58861901993;Não;Não;0;Não é possível afirmar;Não é possível afirmar
149509;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000123;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Razr 40;4367,90;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;""
149508;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000122;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;A50;689,00;Sim;Sim;03211900953;Sim;Não;0;Não é possível afirmar;Sim
149507;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000121;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;GALAXY A71;1599,00;Sim;Sim;112462100330;Não;Não;0;Não é possível afirmar;""
149506;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000120;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;SE;6378,90;Sim;Sim;112462100330;Não;Não;0;Não é possível afirmar;Sim
149505;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000119;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Multilaser;E P9128;543,77;Sim;Sim;212012203111;Não;Não;0;Não é possível afirmar;""
149504;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000118;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro;2999,00;Sim;Sim;56841901993;Sim;Não;0;Não é possível afirmar;Sim
149503;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000117;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;XT2333-4: Motorola moto g23;1499,99;Sim;Sim;180732200330;Sim;Não;0;Não é possível afirmar;""
149502;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000116;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone Xr;2599,00;Sim;Sim;512201993;Não;Não;0;Não é possível afirmar;Sim
149501;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000115;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;699,00;Sim;Sim;056841901993;Sim;Não;0;Não é possível afirmar;""
149500;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000114;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro;2489,00;Sim;Sim;56841901993;Sim;Não;0;Não é possível afirmar;Sim
149499;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000113;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro Max;2579,00;Sim;Sim;56851901993;Sim;Não;0;Não é possível afirmar;""
149498;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000112;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Razr 40;4799,99;Sim;Sim;27332300330;Sim;Não;0;Não é possível afirmar;Sim
149497;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000111;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Phone 11;2290,00;Sim;Sim;56861901993;Sim;Não;0;Não é possível afirmar;""
149496;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000110;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Moto One Vision Xt1970-01;799,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;Sim
149495;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000109;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Moto E7 Plus;439,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;""
149494;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000108;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Moto G7 Power;489,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;Sim
149493;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000107;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy S24+ SM- S926B/DS;7999,00;Sim;Sim;203882300953;Sim;Não;0;Não é possível afirmar;""
149492;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000106;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Moto G24;699,99;Sim;Sim;206672300330;Sim;Não;0;Não é possível afirmar;Sim
149491;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000105;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;G9 play;529,00;Sim;Sim;77222000330;Sim;Não;0;Não é possível afirmar;""
149490;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000104;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro Max;2447,99;Sim;Sim;58861901993;Não;Não;0;Não é possível afirmar;Não é possível afirmar
149489;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000103;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Realme;GT3;4651,00;Sim;Sim;004002213366;Não;Não;0;Não é possível afirmar;""
149488;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000102;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;IPhone 7 Plus;969,00;Sim;Sim;32681601993;Sim;Não;0;Não é possível afirmar;Sim
149487;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000101;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;G20;629,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;""
149486;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000100;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;A15;1199,99;Sim;Sim;198242300953;Sim;Não;0;Não é possível afirmar;Sim
149485;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000099;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;A15;1059,99;Sim;Sim;198242300953;Sim;Não;0;Não é possível afirmar;""
149484;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000098;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy A51;719,00;Sim;Sim;83181900953;Sim;Não;0;Não é possível afirmar;Sim
149483;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000097;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;J6;429,00;Sim;Sim;23611800953;Sim;Não;0;Não é possível afirmar;""
149482;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000096;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;1844,99;Sim;Sim;050391801993;Não;Não;0;Não é possível afirmar;Sim
149481;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000095;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Não especificado;S29;632,00;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;""
149480;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000094;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;2190,00;Sim;Sim;33232201993;Não;Não;0;Não é possível afirmar;Sim
149479;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000093;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;E7;1429,99;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;""
149478;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000092;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;E20;679,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;Sim
149477;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000091;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 12;2399,90;Sim;Sim;512201993;Não;Não;0;Não é possível afirmar;""
149476;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000090;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 12;2839,00;Sim;Sim;129962001993;Sim;Não;0;Não é possível afirmar;Sim
149475;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000089;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro Max;3109,00;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;""
149474;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000088;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Moto G8 Power;509,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;Sim
149473;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000087;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro Max;3099,00;Sim;Sim;056861901993;Não;Não;0;Não é possível afirmar;""
149472;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000086;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;S24 ULTRA;10999,00;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Sim
149471;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000085;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;G53 XT2335-1;1199,99;Sim;Sim;174092200330;Sim;Não;0;Não é possível afirmar;""
149470;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000084;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;A14;999,99;Sim;Sim;208152200953;Sim;Não;0;Não é possível afirmar;Sim
149469;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000083;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Samsung;Galaxy Z Flip5;5099,99;Sim;Sim;80102300953;Sim;Não;0;Não;""
149468;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000082;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11;2443,00;Sim;Sim;056861901993;Sim;Não;0;Não é possível afirmar;Sim
149467;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000081;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;Xt2307 Edge 40;2331,72;Sim;Sim;117602000000;Não;Não;0;Não é possível afirmar;""
149466;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000080;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Motorola;G30;679,00;Sim;Sim;4491600330;Não;Não;0;Não é possível afirmar;Sim
149465;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000079;Celulares e Smartphones;smartphone;08/07/2024;Carrefour;Apple;Iphone 11 Pro Max;3349,00;Sim;Sim;568519001993;Não;Não;0;Não é possível afirmar;""
149464;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000078;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Motorola;XT2363-1;1061,10;Sim;Sim;203412300330;Sim;Não;0;Não é possível afirmar;""
149463;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000077;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-F936BZKJZTO | Bluetooth v5.2/ Conexão Wi-Fi;12799,00;Sim;Sim;86722200953;Sim;Não;0;Não é possível afirmar;""
149462;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000076;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Oppo;CPH2363;2999,00;Sim;Sim;084852214862;Sim;Não;0;Não é possível afirmar;""
149461;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000075;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;Redmi Note 11 | Redmi Note 11;898,89;Sim;Sim;007982209185;Sim;Não;0;Não é possível afirmar;""
149460;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000074;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-A346MLVAZTO | Galaxy A;1750,00;Sim;Sim;219902200953;Não;Não;0;Não é possível afirmar;""
149459;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000073;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Motorola;XT2421-1;795,36;Sim;Sim;205312300330;Sim;Não;0;Não é possível afirmar;""
149458;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000072;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-S928B/DS;9290,00;Sim;Sim;206372300953;Sim;Não;0;Não é possível afirmar;""
149457;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000071;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Multilaser;P9165 | F MAX 2;572,71;Sim;Sim;015822203111;Sim;Não;0;Não é possível afirmar;""
149456;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000070;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;iPhone 14 Pro Max;11998,80;Sim;Sim;111172201993;Sim;Não;0;Não é possível afirmar;""
149455;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000069;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Motorola;XT2323-1;3739,00;Sim;Sim;062482300330;Sim;Não;0;Não é possível afirmar;""
149454;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000068;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;A05s;919,00;Sim;Sim;184262300953;Não;Não;0;Não;""
149453;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000067;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;M16;1979,95;Sim;Sim;217592209185;Sim;Não;0;Não é possível afirmar;""
149452;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000066;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-S921B/DS;5206,33;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;""
149451;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000065;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;Iphone 15 PRO;7517,15;Sim;Sim;127832301993;Sim;Não;0;Não é possível afirmar;""
149450;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000064;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-S711B/DS;3399,00;Sim;Sim;139732300953;Sim;Não;0;Não é possível afirmar;""
149449;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000063;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;M17P | M17P;1574,00;Sim;Sim;217652209185;Sim;Não;0;Não é possível afirmar;""
149448;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000062;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;GalA05S6R128Blk;999,00;Sim;Sim;184262300953;Não;Não;0;Não é possível afirmar;""
149447;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000061;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Positivo;P28;189,90;Não;Não;83131703589;Sim;Não;0;Não é possível afirmar;""
149446;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000060;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Motorola;XT2321-1;4953,90;Sim;Sim;027332300330;Sim;Não;0;Não é possível afirmar;""
149445;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000059;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;S23 Ultra 5G;9590,00;Sim;Sim;171532200953;Sim;Não;0;Não é possível afirmar;""
149444;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000058;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-S911BZGUZTO;3799,00;Sim;Sim;171522200953;Sim;Não;0;Não é possível afirmar;""
149443;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000057;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;Iphone 15 PRO;7199,01;Sim;Sim;127832301993;Sim;Não;0;Não é possível afirmar;""
149442;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000056;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;23129RA5FL;1177,00;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;""
149441;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000055;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;Iphone 12;2789,10;Sim;Sim;129962001993;Sim;Não;0;Não é possível afirmar;""
149440;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000054;Celulares e Smartphones;smartphone;08/07/2024;Amazon;INFINIX MOBILITY LIMITED;Smart 7;0,00;Sim;Sim;051362315156;Sim;Não;0;Não é possível afirmar;""
149439;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000053;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;M54 5G;2799,00;Sim;Sim;204632200953;Sim;Não;0;Não é possível afirmar;""
149438;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000052;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;Apple iPhone 15 (512 GB);9599,00;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;""
149437;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000051;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;Redmi Note 12;1089,89;Sim;Sim;000032309185;Sim;Não;0;Não é possível afirmar;""
149436;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000050;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;Samsung A03;789,00;Sim;Sim;152872100953;Sim;Não;0;Não;""
149435;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000049;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Apple;Iphone 15;5849,10;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;""
149434;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000048;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;2312DRA50G;1937,00;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;""
149433;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000047;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Realme;RMX3999;1798,00;Sim;Sim;002852413366;Sim;Não;0;Não é possível afirmar;""
149432;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000046;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-S921B/DS;4409,09;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;""
149431;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000045;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;A15 5G;1169,10;Sim;Sim;198242300953;Sim;Não;0;Não é possível afirmar;""
149430;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000044;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;Xiaomi Redmi note 13;1069,00;Sim;Sim;221962314550;Sim;Não;0;Não é possível afirmar;""
149429;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000043;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;Redmi 9A;598,89;Sim;Sim;099532009185;Sim;Não;0;Não é possível afirmar;""
149428;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000042;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Tecno;TECNO CAMON 19;1154,99;Sim;Sim;112062213713;Sim;Não;0;Não é possível afirmar;""
149427;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000041;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Multilaser;Multilaser F Pro 2;379,90;Sim;Sim;011672103111;Sim;Não;0;Não é possível afirmar;""
149426;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000040;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Samsung;SM-A032MLGDZTO;799,00;Sim;Sim;152872100953;Sim;Não;0;Não é possível afirmar;""
149425;Fiscalização de Marketplace;Concluída;INSP_PACP_20240708_000039;Celulares e Smartphones;smartphone;08/07/2024;Amazon;Xiaomi;REDMI A3;689,79;Sim;Sim;237932314550;Sim;Não;0;Não é possível afirmar;""
